id,title,description,instructions,author/id,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,stats/comments,stats/remixes,remix/parent,remix/root,,description (full),instruction (full),description (blank),instruction (blank)
237068635,Getting Unstuck #18: Reveal the secret,"Scratch project was created as activity #18 of the ""Getting Unstuck"" project of the Creative Computing Lab at the Harvard Graduate School of Education.

Day #18 Challenge: Using one or more of the and, or, and not Operators blocks, create a project that when multiple conditions have been satisfied, a secret is revealed. ",Press the green flag and follow the instructions!,1202362,https://cdn2.scratch.mit.edu/get_image/project/237068635_480x360.png,2018-07-22T12:31:25.000Z,2018-07-23T06:19:20.000Z,2018-07-22T14:03:34.000Z,13,5,1,0,0,,,,,,,
237074215,Unstuck 18 Multiple conditions,"I saw this challenge as an opportunity to build upon and improve one of my previous projects, involving game levels. Specifically, in addition to incorporating ""multiple condition checking,"" I wanted to get more practice using clones as ""game treasures"" and ""game features"" (in this case platforms. I learned that ""delete this clone"" is necessary in order for global counters to be used in the ""when I start as a clone"" block. I am motivated to do some more reading about exactly what happens to scratch variables when clones are created. I didn't have time to fancy up the game ending, including stopping the display of clones at the end of the game. 
","Create a project that when multiple conditions have been satisfied, a secret is revealed.

Collect all the treasures and keys to reveal the secret. ",19123745,https://cdn2.scratch.mit.edu/get_image/project/237074215_480x360.png,2018-07-22T14:51:35.000Z,2018-07-22T22:04:43.000Z,2018-07-22T15:04:44.000Z,21,9,1,0,0,,,,,,,
237073879,"Unstuck: Day 18, Secret Revealed V2","This project is for Getting Unstuck challenge day 18, reveal something by user interaction.
This one is an update to my first submitted project today, adding the feature of changing the colors. ","What color are the 3 columns of circles? Click the button to reveal the secret! Try different color combinations and see which create a more effective illusion.
This project is an example of a Munker illusion, in which bands of different colors are shown to affect each other in surprising ways. I came across a version of it online here https://twitter.com/NovickProf/status/1019592963259691008. 
It's hard to believe your eyes!",214174,https://cdn2.scratch.mit.edu/get_image/project/237073879_480x360.png,2018-07-22T14:43:35.000Z,2018-07-22T19:41:02.000Z,2018-07-22T15:03:12.000Z,13,5,2,0,0,,,,,,,
237072190,If you dare ... (Getting Unstuck Day 18),"This is my sixth Getting Unstuck project (two of them can be found on my other account @PinkyPepper).

I remixed an old project and turned it into a puzzle game. I would have liked to make a real escape room, but I gave myself a time constraint today. I used a list again, because I learned more about using lists yesterday. My daughter tested my project and found a bug, which was easy to solve. If you find another one, please let me know.

","This is a puzzle game. Can you reveal the surpise? Take a chance and look around in the dark  if you dare ...

I made this for Day 18 of Getting Unstuck. Todays challenge:
Create a project that when multiple conditions have been satisfied, a secret is revealed.",11833500,https://cdn2.scratch.mit.edu/get_image/project/237072190_480x360.png,2018-07-22T14:03:59.000Z,2018-07-22T15:21:45.000Z,2018-07-22T15:10:43.000Z,23,11,6,0,0,160855982,160855982,,,,,
237073997,Day18,,Click on the green flag to start,34225248,https://cdn2.scratch.mit.edu/get_image/project/237073997_480x360.png,2018-07-22T14:46:21.000Z,2018-07-22T15:09:55.000Z,2018-07-22T15:09:18.000Z,10,1,0,0,0,,,,,,,
237075199,day 18,,"press green flag , and answer the question using y or n.",34188789,https://cdn2.scratch.mit.edu/get_image/project/237075199_480x360.png,2018-07-22T15:15:34.000Z,2018-07-22T15:17:25.000Z,2018-07-22T15:15:59.000Z,16,4,0,0,0,,,,,,,
24853888,Crossroads,"traffic simulation in a crossroads with traffic lights

Getting Unstuck: Day 18
update: added traffic lighters
NOT/AND operators are used to control car's movement in a sort of AI",click on the sound icon to switch the sound on/off,2143382,https://cdn2.scratch.mit.edu/get_image/project/24853888_480x360.png,2014-07-19T06:39:03.000Z,2018-07-22T15:21:02.000Z,2014-07-19T08:58:46.000Z,859,28,13,0,0,,,,,,,
237075769,Getting Unstuck Day 18,,This is a very simple project in which a ball is trapped in a box using OR logic operator.,14159575,https://cdn2.scratch.mit.edu/get_image/project/237075769_480x360.png,2018-07-22T15:28:08.000Z,2018-07-22T15:30:33.000Z,2018-07-22T15:29:17.000Z,14,4,0,0,0,,,,,,,
237073583,Intro to Circuits,"For getting unstuck day 18, multiple conditions. This was inspired by @paulinah's really cool and complex circuit project. I basically started over and kept things simple so I could use this as an accompanying Scratch piece to paper circuit projects for early childhood students. Thanks paulinah for the inspiration!","Click the green flag, then use the pointer to drag each of two wires to a position on the stage where they will make a complete circuit. The LED will light up. If you accidentally drag one of the other sprites (the battery or the LED), click the green flag again to put them back in position.",33815227,https://cdn2.scratch.mit.edu/get_image/project/237073583_480x360.png,2018-07-22T14:35:45.000Z,2018-07-23T02:04:17.000Z,2018-07-22T15:30:33.000Z,16,7,0,0,0,237028696,237028696,,,,,
237072346,Unstuck #18 - Factors of 24,Unstuck #18 - multiple conditions.,Click on the green flag. Find all of the factors of 24,26618044,https://cdn2.scratch.mit.edu/get_image/project/237072346_480x360.png,2018-07-22T14:07:36.000Z,2018-07-22T15:39:09.000Z,2018-07-22T15:35:33.000Z,15,5,1,0,0,,,,,,,
236983896,Challenge 18 - to the moon,"We had a pipe burst in the street right outside my driveway the other day. The city workers worked hard all day and at one point one of the guys yelled, ""HEY, STAND ON THAT PIPE"". 

That is all it took for inspiration for this project apparently. No city workers were harmed in the making of this project nor did any end up in space. :) ","Ok, challenge 18......... Had so many ideas and I was messing around while finalizing an idea and as I was messing around this came full circle. There isn't so much of a secret but there is a surprise when conditions are met. best with sound on

Another wild ride. Click the flag and enjoy I very rarely do animations. However, Getting Unstuck has had me creating them and I have had fun doing them.",3158946,https://cdn2.scratch.mit.edu/get_image/project/236983896_480x360.png,2018-07-21T01:08:57.000Z,2018-07-22T20:53:04.000Z,2018-07-22T15:58:01.000Z,22,10,1,0,0,,,,,,,
109690560,Getting Unstuck Day 18,,Click the green flag.,13275782,https://cdn2.scratch.mit.edu/get_image/project/109690560_480x360.png,2016-05-14T17:17:58.000Z,2018-07-22T16:34:07.000Z,2016-05-16T13:14:54.000Z,16,2,0,0,0,,,,,,,
237079054,Day18 - Treasure Island,"I plan to add music and a few more surprises to this later, but am really pressed for time this morning!","Click the Green Flag and follow the directions
Space bar to start game
S to move straight
R to move right
L to move left",18341966,https://cdn2.scratch.mit.edu/get_image/project/237079054_480x360.png,2018-07-22T16:45:12.000Z,2018-07-22T16:59:51.000Z,2018-07-22T16:46:11.000Z,28,12,2,0,0,,,,,,,
237079206,Getting Unstuck day 18,"I have used the boolean blocks a few times, but I have never deliberately tried to get all of them into 1 project. This ended up being less challenging than I thought it would be. (My use of the not_ is a bit contrived.) I was a fun project to work on while en route to the Scratch Conference later this week.","click the green flag
follow Giga's instructions
try to win the Internet",17767933,https://cdn2.scratch.mit.edu/get_image/project/237079206_480x360.png,2018-07-22T16:49:03.000Z,2018-07-22T16:57:20.000Z,2018-07-22T16:57:20.000Z,17,8,3,0,0,,,,,,,
237077251,Day 18: I like to eat . . . ,"I created this project during the ""mouse over"" challenge, but couldn't get it to work that day.  Fixed that (yay!!)
When the surprise was revealed, I wanted to make the appearance of sprites more ""showy"" and to play a certain song :)  Had trouble changing the size of sprites when grow and shrink were clicked.  Also wanted to introduce a chomping sound, but it glitched.  When instructions were coded to do something fancy, such as turn right and then left, the sprite followed the first instruction but not the next ones in the series. 
I wanted the intro script to run completely before the scroll over options began, so I introduced the space bar (in addition to green flag and broadcast). I suspect there is conflict with the ""Event"" blocks as with an earlier challenge, but not sure. 
Suggestions for debugging and alternate/more efficient use of code are welcome.
","Press the green flag and you may find out what Nano likes to eat!

Using one or more of the and, or, and not Operators blocks, create a project that when multiple conditions have been satisfied, a secret is revealed. ",18337230,https://cdn2.scratch.mit.edu/get_image/project/237077251_480x360.png,2018-07-22T16:02:27.000Z,2018-07-22T17:28:28.000Z,2018-07-22T16:47:26.000Z,14,3,0,0,0,,,,,,,
237075633,Memory,"I started the project three times because I kept missing the objective of today's challenge. And even this one is barely hits. I removed the ands and ors and used a not condition to make the program understand that the two cards are the same. I got stuck several times, mainly because I needed to figure how to randomize the lists. I did a list with numbers from 1 to 20 and then randomly it puts them in other two lists, deleting the number so it can't be used again. So card n.1 (the cat) are in position list1 n.1 and list2 n.1. Card n.2 (the crab) are in position list1 n.2 and list2 n.2. Headache? :P
Every clone has a private variable (remember, the sprite variables are also clone variables) with a progressive number, so every time the user clicks on a card, it's possible to know what it is looking for its number in the lists.

Fun facts: the whole game is inspired by an old (early eighties) quiz show, named BIS, where the cells were small slide projectors' screens controlled by wire from a console.

Credits: map by Tubs and hands+vinyl by Mbdortmund, from Wikipedia",It's the classic memory game! Click on the cards and search for matches. A riddle will be shown after you remove the cards.,12148328,https://cdn2.scratch.mit.edu/get_image/project/237075633_480x360.png,2018-07-22T15:25:31.000Z,2018-07-28T17:57:29.000Z,2018-07-22T16:49:39.000Z,13,5,3,0,0,,,,,,,
237079937,day 18,,,443100,https://cdn2.scratch.mit.edu/get_image/project/237079937_480x360.png,2018-07-22T17:06:31.000Z,2018-07-22T18:54:53.000Z,2018-07-22T18:04:09.000Z,18,2,0,0,0,,,,,,,
235893465,On-off latching switch,,"green flag

then press/release space bar

how does this switch behave differently than the momentary on/off button? https://scratch.mit.edu/projects/235893386/",33815227,https://cdn2.scratch.mit.edu/get_image/project/235893465_480x360.png,2018-07-09T12:54:30.000Z,2018-07-23T02:10:30.000Z,2018-07-22T18:33:16.000Z,20,3,0,0,0,,,,,,,
237081108,And Or Not: Getting Unstuck Day 18,"Thanks to @karenb for her party sprite!

Getting Unstuck Day 18

With a bit more time, I might play with my tree full of ifs/thens/elses. Some of the questions don't need to be asked to get to an appropriate response depending on previous answers.
In addition, I am having a bit of trouble getting Scratch Cat to understand all the different ways that people can report what time it is. That part of the script needs some work.","Answer a few simple questions and Scratch Cat will tell you what's on your schedule right now. 
Try a bunch of different answers, not just the correct answers for right now.
(Hint... something fun happens on Saturday!)",3485356,https://cdn2.scratch.mit.edu/get_image/project/237081108_480x360.png,2018-07-22T17:32:56.000Z,2018-07-22T18:42:35.000Z,2018-07-22T18:35:44.000Z,11,1,0,0,0,,,,,,,
235857428,Cat Clones,Digging up old projects again for Getting Unstuck!,"Scratch Cat is hiding out among these clones.

Click on a cat to make your guess.

How many guesses will you take to you find him?

Hint: He has trouble keeping still when you're close to picking him!",27306974,https://cdn2.scratch.mit.edu/get_image/project/235857428_480x360.png,2018-07-09T02:44:15.000Z,2018-07-22T23:13:13.000Z,2018-07-22T18:42:26.000Z,19,8,1,0,0,,,,,,,
237080204,unstuck18,It took me quite a while to manage the appearing plants and animals. I thought it a clever plan to go with one sprite with more costumes. But afterwards it got more complicated because I definitly wanted some animation.....,For my favorite plants and animals press spacebar and mouse over when you see your choice.,1072279,https://cdn2.scratch.mit.edu/get_image/project/237080204_480x360.png,2018-07-22T17:12:33.000Z,2018-07-22T19:27:40.000Z,2018-07-22T19:25:04.000Z,15,4,0,0,0,,,,,,,
237083337,#018 Getting Unstuck And Or Not,"I really had no ideas for this.  I just remixed one of my older projects and added a background change.

Thanks to DaveyWonder in the studio because his code was the easiest to understand.  https://scratch.mit.edu/projects/235893465/
",Press the green flag and follow the prompt.  ,20126730,https://cdn2.scratch.mit.edu/get_image/project/237083337_480x360.png,2018-07-22T18:22:52.000Z,2018-07-22T19:39:39.000Z,2018-07-22T19:13:13.000Z,11,3,0,0,0,,,,,,,
237076042,Getting Unstuck 18,"This was another chance for me to bring in one of my outside interests. :)
It's not quite working perfectly - the pieces have to be assembled *just right* and then the scissors show up, but the rest of the program doesn't always execute. I'm definitely stuck, I can't see any reason in the code why the rest of it doesn't happen. Hmm...

scissors image from wikimedia commons
sewing machine image from pngimg.com
sewing machine sound from freesound
",Click the green flag & assemble the sewing pattern.,18044195,https://cdn2.scratch.mit.edu/get_image/project/237076042_480x360.png,2018-07-22T15:34:21.000Z,2018-07-22T20:09:37.000Z,2018-07-22T19:58:40.000Z,14,2,0,0,0,,,,,,,
237080014,Head or cross?,"I borrowed an animated gif and pictures for this simple game.

","Cick on green flag to play.
When you click on coin pay attention to the score. Are you lucky?",11312120,https://cdn2.scratch.mit.edu/get_image/project/237080014_480x360.png,2018-07-22T17:08:09.000Z,2018-07-30T13:21:54.000Z,2018-07-22T20:24:35.000Z,15,4,0,0,0,,,,,,,
237061440,Scratch 3 letter anagrammer fixed ,"I am having nightmares with my internet as on the move. 4 letters kept crashing.
There must be a neater way to make the anagrams?
Plus I wanted to make a list of the answers but have no more time and don't know how.
Fixed now but stuck to 3 letters as internet so bad!",,33472226,https://cdn2.scratch.mit.edu/get_image/project/237061440_480x360.png,2018-07-22T09:09:08.000Z,2018-07-24T18:43:09.000Z,2018-07-24T18:43:09.000Z,3,2,0,0,0,,,,,,,
237083688,hide and seek improved,"Still away from home and struggling with RUBBISH internet
Hme now and have added some Boolean score boxes!",Play hide and seek with the bears - Scratch will follow the mouse,33472226,https://cdn2.scratch.mit.edu/get_image/project/237083688_480x360.png,2018-07-22T18:31:58.000Z,2018-07-24T08:23:34.000Z,2018-07-22T21:27:04.000Z,5,1,0,0,0,,,,,,,
237091268,Day18,This was FUN!  Can't wait to show and challenge my students!,Press green flag and answer the visitors questions.,11885888,https://cdn2.scratch.mit.edu/get_image/project/237091268_480x360.png,2018-07-22T21:33:02.000Z,2018-07-22T21:46:23.000Z,2018-07-22T21:46:23.000Z,8,2,0,0,0,,,,,,,
237090114,Day 18 - revealing a secret,I know I need to do more work on this.... and I could see how this would make a fun game!,"I found this hard today.  

Update!  I came back to it fresh today.  I was able to add the conditional into it via a question.   
Hopefully thats it!",24864870,https://cdn2.scratch.mit.edu/get_image/project/237090114_480x360.png,2018-07-22T21:05:17.000Z,2018-07-23T14:40:39.000Z,2018-07-22T21:57:16.000Z,6,2,0,0,0,,,,,,,
237092551,Unstuck 18 Multiple conditions (v2),"Update v2:
-I think I fixed the problems with not displaying the ""game complete"" message correctly. I spent some time reading the scratch wiki to better understand how clones work, which has been a challenge for me. I made some changes based on what I learned.
-cleaned up leftover platform clones at end of game.
-added a ""this way"" sprite to show how to get to the next level.

I saw this challenge as an opportunity to build upon and improve one of my previous projects, involving game levels. Specifically, in addition to incorporating ""multiple condition checking,"" I wanted to get more practice using clones as ""game treasures"" and ""game features"" (in this case platforms. I learned that ""delete this clone"" is necessary in order for global counters to be used in the ""when I start as a clone"" block. I am motivated to do some more reading about exactly what happens to scratch variables when clones are created. I didn't have time to fancy up the game ending, including stopping the display of clones at the end of the game. 
","Create a project that when multiple conditions have been satisfied, a secret is revealed.

Collect all the treasures and keys to reveal the secret. ",19123745,https://cdn2.scratch.mit.edu/get_image/project/237092551_480x360.png,2018-07-22T22:02:44.000Z,2018-07-22T22:07:32.000Z,2018-07-22T22:07:32.000Z,4,2,0,0,0,,,,,,,
237091147,Unstuck 18 Pickup Sticks *Draft*,"I got stuck so many times creating this project. It was a lot of fun to figure out how to get each piece to work!

I worked through a number of issues with layers, but can't figure out how to place a stick that is moved from the middle of the remaining pile back to it's same location after it is moved to the front. I have to rethink the system of using variables to track the layers.

This might work best abandoning the layers altogether and using some sort of physical controller (makey makey, scratchbit, micro:bit?) and collabroation between one person moving the mouse and another operating the mouse click, press, and release.
","Did you ever play the game pick up sticks? You had to move a stick off a pile without any other stick moving.

I've been working all day on having the user move the top stick off the pile, but I'm running into trouble managing layers. I put it back together but now it delays when you move the seventh stick. Keep trying and I'll come back to it later to try to fix it.

If you separate all the sticks, you will see a surprise!

I still need to add audio effects, but wanted to get it posted.",14632339,https://cdn2.scratch.mit.edu/get_image/project/237091147_480x360.png,2018-07-22T21:30:19.000Z,2018-07-22T22:13:57.000Z,2018-07-22T22:05:23.000Z,11,4,1,0,0,,,,,,,
237090020,Unstuck Day 18,I have only coded for sums from 2 to 12 as if it were two dice. If I was to extend the range of numbers I would need to add another If/Then and Operator to show the resulting sum.  I could do that as a variable that shows on the screen but I didn't know how to show it as Sprite or Costume size numbers ,click the green flag and have Cat add numbers,14232182,https://cdn2.scratch.mit.edu/get_image/project/237090020_480x360.png,2018-07-22T21:03:08.000Z,2018-07-22T22:22:37.000Z,2018-07-22T22:22:37.000Z,9,3,1,0,0,,,,,,,
237065468,Getting Unstuck #18,"Getting Unstuck day 18.
When this email arrived I was thinking about one of my favourite childrens' books, Harquin, the Fox who went down to went down to the valley. In this program, if it's night, and the squire's not about, Harquin will come out and look around. If either of these conditions is not met he'll (eventually) go back to his burrow. 
There is no surprise in this project. I was so intent on doing something using Harquin that I didn't really read the prompt. There's a lesson there.
I enjoyed using the vector editor, and suspect I'll be using it again.
I think I have the timings about right; Harquin seems to appear and disappear often enough.",Press the green flag.,141519,https://cdn2.scratch.mit.edu/get_image/project/237065468_480x360.png,2018-07-22T11:03:05.000Z,2018-07-24T06:02:53.000Z,2018-07-22T22:30:24.000Z,14,5,0,0,0,,,,,,,
237088740,Critical Hit? (Unstuck 18),"For such a simple prompt, this one really challenged me. Since I didn't know where to start, I approached this the same way when working with other material, and just started ""doing stuff."" Once I put a few blocks together, this idea came together.

Right now, there's no real end to the game and I'm open to suggestions. I'm struggling with having the scripts stop when Hit Points equal zero or less. I've tried a lot of variations with the ""stop all"" block, and haven't had any success - will try again soon.","Click on the Beholder to ""roll"" your d20 and see if you can get a critical hit for 2x damage -- before its hit points reach 0.

This is a work in progress (see below).
",27690149,https://cdn2.scratch.mit.edu/get_image/project/237088740_480x360.png,2018-07-22T20:32:12.000Z,2018-07-23T11:59:26.000Z,2018-07-22T22:41:19.000Z,7,2,0,0,0,,,,,,,
237088607,Day 18- And/Or/Not operator - Memory Game,"Day 18- Using one or more of the and, or, and not Operators blocks, create a project that when multiple conditions have been satisfied, a secret is revealed. 

Started thinking this would be simple and it progressed into quite a mess! Simplified the number of costumes, etc. There are still some bugs (e.g. click on the same card 2x = match) but I feel like I perservered through my own struggle.","Green Flag
Click on cards to get a match",16509596,https://cdn2.scratch.mit.edu/get_image/project/237088607_480x360.png,2018-07-22T20:28:11.000Z,2018-07-22T22:47:11.000Z,2018-07-22T22:42:25.000Z,11,5,1,0,0,,,,,,,
237090859,Moonhack 2018 remix,"Credits: moonhack.com for the project directions.
I'll be introducing this to my summer code club this week, so I thought I would test out the project and add some of my own conditionals.  I'm sure my middle schoolers will be more creative than me.

","Getting Unstuck #18, testing conditions with the and, or, and not blocks.

Use the spacebar to try and land the Apollo 11 Eagle on the moon.
Keep your speed less than 2 upon landing.",399245,https://cdn2.scratch.mit.edu/get_image/project/237090859_480x360.png,2018-07-22T21:23:34.000Z,2018-07-22T22:51:33.000Z,2018-07-22T22:51:33.000Z,11,4,0,0,0,224448752,224448752,,,,,
237081858,Getting Unstuck: Day 18,"""Grazie @karenb!!! Il tuo progetto mi ha ispirata e mi ha molto aiutata.""
Mi sono molto divertita a scegliere e modificare le immagini.
Penso che questo progetto - in alcune parti modificato - potrebbe fungere da modello per creare un sorteggio di immagini (personaggi, ambienti...) da utilizzare per inventare delle storie.

Credits images: https://www.flaticon.com","Clicca sulla bandierina verde e gioca alla slot machine.
Click on the green flag and play the slot machine.",19789360,https://cdn2.scratch.mit.edu/get_image/project/237081858_480x360.png,2018-07-22T17:49:06.000Z,2018-07-22T23:02:38.000Z,2018-07-22T23:02:38.000Z,31,6,3,0,0,,,,,,,
237068341,Get Smart_GU_Day18,"This project took on a life of its own. I didn't get stuck today. Oh, wait, I spoke too soon. When running my project to check it, sometimes the sprite with the intro words becomes very large & off the screen. (Is this b/c I have both bitmap & vector graphics running at the same time?) 
However, since the project is multi-faceted, it took a very long time to accomplish.There is so much more that can be done to enhance it. 
Inspiration for the Q & A came from @karenb 's project with the escape room. 
Credits:
https://www.wouldyoubelieve.com/sounds/SorryAboutThatChief.wav
https://www.wouldyoubelieve.com/sounds/missedit.wav (and loving it)
https://en.wikipedia.org/wiki/Get_Smart
http://pngimg.com/download/35689
http://ew.com/gallery/25-greatest-tv-spies-ever/
https://en.wikipedia.org/wiki/Get_Smart#/media/File:Get_Smart_with_Fang_1966.jpg
https://en.wikipedia.org/wiki/Clock#/media/File:Wooden_hourglass_3.jpg
https://giphy.com/gifs/get-smart-RU0RlIKOscMvu
http://soundbible.com/1611-TV-Static.html
https://www.riddles.com
","Click the green flag to begin. Then, help Maxwell Smart, Secret Agent 86, on his missions. Answer questions correctly to reveal a secret! 
(If you want to peek, the answers are in a list.) The questions are chosen at random from a list of 10. You will answer 2 questions at a time. If you get one wrong, you will be given another question (or perhaps the same one, again, It's random!)",24741621,https://cdn2.scratch.mit.edu/get_image/project/237068341_480x360.png,2018-07-22T12:23:20.000Z,2018-07-22T23:38:00.000Z,2018-07-22T23:38:00.000Z,12,4,1,0,0,,,,,,,
237094625,Getting Unstuck: Day 18,"This is my project for Day 18 of the Getting Unstuck programming challenge. As the challenge goes on, it becomes increasingly difficult to find a solution to the proposed problem. I think I've made a nice game even if I have to say it's a hard to win. However, the difficulty can be adjusted by changing the speed of the figures or the speed of the ball.

Challenge archive:
https://us18.campaign-archive.com/home/?u=5dd4d8b32f719a30cbde507c6&id=cc0b423621","Using one or more of the and, or, and not Operators blocks, create a project that when multiple conditions have been satisfied, a secret is revealed.

English: 3 geometric figures travels in space. If you hit the square you will gain 1 point, otherwise you'll lose a point. Try to get a score above 3 (it seems easy but it's not, trust me :P) and you will have access to the surprise. 
How to throw the ball? Press the SPACE key and point the mouse in the direction you want the ball to be launched.


Italian translation: 3 figure geometriche viaggiano nello spazio. Se colpisci il quadrato otterrai 1 punto, altrimenti perderai un punto. Cerca di ottenere un punteggio superiore a 3 (sembra facile ma non lo è, fidati di me: P) e avrai accesso alla sorpresa.
Come lanciare la palla? Premi il tasto SPAZIO e punta il mouse nella direzione in cui vuoi che venga lanciata la palla.",34314391,https://cdn2.scratch.mit.edu/get_image/project/237094625_480x360.png,2018-07-22T22:52:02.000Z,2018-07-22T23:54:57.000Z,2018-07-22T23:54:56.000Z,13,5,0,0,0,,,,,,,
237095297,Unstuck Day 18 - Mood Survey,"I had a tough time today. I had most of this project done in the morning then went to see Hamilton. When I logged into Scratch this evening, my project was gone.I did the best I could making it a second time. The tallies don't seem to be working, so I need to fix that. But that's for another day. BTW - If you have a chance to see Hamilton, it's fantastic! 

It sounds like I need cloud variables in order for the tallies to remain. I don't believe I have the ability to make them. So feel free to do this several times and change your anwers each time. ",Press the flag to begin. You will be asked two questions - your gender and your mood. ,10715270,https://cdn2.scratch.mit.edu/get_image/project/237095297_480x360.png,2018-07-22T23:07:33.000Z,2018-07-25T12:55:42.000Z,2018-07-23T00:02:38.000Z,9,2,0,0,0,,,,,,,
