id,title,description,instructions,author/id,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,stats/comments,stats/remixes,remix/parent,remix/root,,description,instructions
235564747,Monkeys,,This is the project for Getting Unstuck Day1. Click the green flag,3838439,https://cdn2.scratch.mit.edu/get_image/project/235564747_480x360.png,2018-07-05T11:36:10.000Z,2018-07-05T11:58:38.000Z,2018-07-05T11:58:38.000Z,8,2,1,0,0,,,,,
235566829,Day 1,,Click the Green Flag.,15023687,https://cdn2.scratch.mit.edu/get_image/project/235566829_480x360.png,2018-07-05T11:54:22.000Z,2018-07-05T12:06:07.000Z,2018-07-05T12:02:36.000Z,12,2,1,0,0,,,,,
235561590,Getting Unstuck - Day 1,,Click the Green Flag.,19789360,https://cdn2.scratch.mit.edu/get_image/project/235561590_480x360.png,2018-07-05T11:07:00.000Z,2018-07-05T12:14:28.000Z,2018-07-05T12:14:16.000Z,15,5,1,0,0,,,,,
235564204,Getting Unstuck - dag 1,#GettingUnstuck!,"Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly.""",25631396,https://cdn2.scratch.mit.edu/get_image/project/235564204_480x360.png,2018-07-05T11:31:17.000Z,2018-07-05T12:22:32.000Z,2018-07-05T12:22:32.000Z,9,2,1,0,0,,,,,
235566126,Getting Unstuck: Day 1,"I used a picture I took at an event last week at the Museum of Science and Industry, Chicago, as the background. I wanted the Robot to seem a little scattered so I used the random command to help him move around the screen. I also had him move 50 steps to the right to give the illusion of the robot taking a step back after Zara says ""Excuse me!"".

I love to see the different strategies used by others. ",Click the green flag to start the project.,17807175,https://cdn2.scratch.mit.edu/get_image/project/235566126_480x360.png,2018-07-05T11:48:43.000Z,2018-07-05T12:26:35.000Z,2018-07-05T12:26:35.000Z,18,2,1,0,0,,,,,
148711268,CAR CRASH - Day 1,,Click on the green button,11349852,https://cdn2.scratch.mit.edu/get_image/project/148711268_480x360.png,2017-03-06T23:01:43.000Z,2018-07-05T12:48:21.000Z,2017-03-06T23:38:08.000Z,20,4,2,0,0,,,,,
235571630,Unstuck Day01,"I duplicated and modified a Gobo costume so it could walk.
Gobo broadcasts ""bump"" to Pico the when the condition ""touching Pico"" is true in Gobo's walking script before Gobo says ""Excuse me."".
Then Pico waits a second, says ""Certainly,"" and broadcasts ""start walking"" so they can begin again.

Elaboration ideas:
• count the number of times they bounce off walls before they collide
• change backdrop color each time a sprite bounces off a wall
• have them speak from a list of different languages (audio files?)
","Press the green flag. Gobo starts on the left side and Pico starts on the right side. They walk back and forth until they bump into each other, say a few words, then start the process over again.

I keep getting a glitch where one of Pico's costumes points the wrong way. I've tried clearing the art from the costume and replacing the entire costume, yet the glitch reoccurs.",14632339,https://cdn2.scratch.mit.edu/get_image/project/235571630_480x360.png,2018-07-05T12:34:31.000Z,2018-07-05T19:20:09.000Z,2018-07-05T12:56:15.000Z,18,2,1,0,0,,,,,
235570505,Day 1 of Getting Unstuck,"Progetto per la sfida del Day 1 of Getting Unstuck.
Far incontrare due personaggi e farli parlare tra di loro.
Interessante incrocio di istruzioni.",Clicca sulla bandierina verde e scopri che succede ai tue personaggi.,10086796,https://cdn2.scratch.mit.edu/get_image/project/235570505_480x360.png,2018-07-05T12:25:07.000Z,2018-07-05T13:00:40.000Z,2018-07-05T12:58:28.000Z,14,1,1,0,0,,,,,
235566953,day-1,,,139209,https://cdn2.scratch.mit.edu/get_image/project/235566953_480x360.png,2018-07-05T11:55:24.000Z,2018-07-05T13:05:17.000Z,2018-07-05T13:05:16.000Z,14,3,1,0,0,,,,,
235575064,Getting Unstuck_day1,,,104105,https://cdn2.scratch.mit.edu/get_image/project/235575064_480x360.png,2018-07-05T13:03:14.000Z,2018-07-05T13:06:03.000Z,2018-07-05T13:06:03.000Z,11,1,1,0,0,,,,,
235569547,day 1 getting unstuck - the summer storm,"This project made me think about the storyline development process. The coding felt so natural, like writing sentences, that I became more involved with the story than finding which block to use. This is a feeling I would like to develop in my students this fall. Too often when we give directions or clear instructions, we block the creativity of the story in completing the directions ""properly"".

Question: Right now the story stops showing the rain, which gives away the story. How can I make the preview be the sunny day?","For now, you just watch but this should become interactive too!",124064,https://cdn2.scratch.mit.edu/get_image/project/235569547_480x360.png,2018-07-05T12:17:37.000Z,2018-07-06T11:48:45.000Z,2018-07-05T12:40:54.000Z,18,2,1,0,0,,,,,
235574730,Excuse me,,,2600671,https://cdn2.scratch.mit.edu/get_image/project/235574730_480x360.png,2018-07-05T13:00:30.000Z,2018-07-05T13:19:07.000Z,2018-07-05T13:19:06.000Z,11,1,1,0,0,,,,,
235575174,Untitled-4,,,8507982,https://cdn2.scratch.mit.edu/get_image/project/235575174_480x360.png,2018-07-05T13:04:15.000Z,2018-07-05T13:27:59.000Z,2018-07-05T13:27:58.000Z,9,1,1,0,0,,,,,
235576524,Unstuck Day 1,,,33890948,https://cdn2.scratch.mit.edu/get_image/project/235576524_480x360.png,2018-07-05T13:15:27.000Z,2018-07-06T07:03:20.000Z,2018-07-05T13:33:43.000Z,7,1,1,0,0,,,,,
235579181,Get Unstuck Day 1,I am still having issues with the second sprite not responding immediately.  It ends up taking two clicks on the flag.  I will have to work on the second sprite's response.,,34190765,https://cdn2.scratch.mit.edu/get_image/project/235579181_480x360.png,2018-07-05T13:38:17.000Z,2018-07-09T13:05:19.000Z,2018-07-05T13:39:10.000Z,8,1,1,0,0,,,,,
235577973,Day 1: Colourful Apple,"I just start with an idea, the apple turning yellow. Then bananas came in and obviously the monkey!
Well, after getting yellow, why leave out the other colours?

I have incrementally worked on the story...","Just click on the green flag and watch.

Thanks for watching!",24154277,https://cdn2.scratch.mit.edu/get_image/project/235577973_480x360.png,2018-07-05T13:27:57.000Z,2018-07-05T13:59:58.000Z,2018-07-05T13:44:51.000Z,15,3,1,0,0,,,,,
235567679,Ice and Fire - Unstuck Day 1,"Phase one

At first I decided to keep the project as simple as possible, but it was too simple: two LHC particles are shot through the screen until they collide, apologize and annihilate the universe (sort of).

It was a very simple project and it was really boring to code, nothing to learn and nothing to think about. At least if I would not want to write on how to cheat with homeworks and get bored to death.

Usually, when I get stuck this way, I start looking for inspiration.

This time I was loosely inspired by an old example of Context Free Art http://www.contextfreeart.org/gallery/view.php?id=185

I keeped the squareness of the patterns but, after a couple of failed attempt I tracked the trail of the sprite to understand the patterns I was coding. It looked good and I got the first version of the project.

The following version got evertime more complex, I had to choose two different colors for differentiate the trail of the sprites, choose to rotate a little the patterns to have a more pleasant look.

Phase two

At this point the project was done: time to have a little fun and optimize it. 
An aspect I dislike of Scratch is the interface.The screen become cluttered as you start to stack more than a few blocks and then I have to simplify and encapsulate as much functions I can or I get confused. No, zooming out does not do the trick, maybe a collapse would but we do not have such a function.

The trickest part was the sync of the sprites on collision. I knew I should have used the messages but went for the syncronization by waiting blocks. Bad idea. The sprites keep to start at the same time, or, a sprite started to talk but the other did not respond.

What I would do with more time:

I'm quite satisfied of the result so far. An amelioration would be to change the patterns to have hexagonal or triangular shape. I was thinking that just needed a change of a couple of parameters, but I was wrong. I have to take some time to get a grasp on it.

Phase three 

The funniest one, as I really love to peruse the other projects to see the different approaches people have on common problems. Or the creative choice they made to give life to their projects.

One for all for the last category is 

https://scratch.mit.edu/projects/235573012/ by @Mittensbrother

For the technical solutions used in an inspiring setting @CiberParra with https://scratch.mit.edu/projects/235616394/ (though there is a lot of room for impriving the title)
There are a lot more lovely projects but I need a little rest before the day two ;-)

","Two simple sprites are wandering on the screen drawing on their own. They are so focused to forget of the world around them. But, they are still of good manners and they remember how to be polite.",2458985,https://cdn2.scratch.mit.edu/get_image/project/235567679_480x360.png,2018-07-05T12:01:23.000Z,2018-07-05T23:36:46.000Z,2018-07-05T13:25:39.000Z,34,10,5,0,0,,,,,
235564995,Being polite - Getting Unstuck day 1,Fine tuning via wait block.,"Click on the green flag.
<-><-><-><-><-><-><-><-><-><-><-><-><-><-><-><-><-><->
Getting Unstuck: Day 1 - #CreativeComputing

Whenever two sprites Nano and Giga collide, Nano says, ""Excuse me!"" and Giga says, ""Certainly."" 
<-><-><-><-><-><-><-><-><-><-><-><-><-><-><-><-><-><->
",24583107,https://cdn2.scratch.mit.edu/get_image/project/235564995_480x360.png,2018-07-05T11:38:34.000Z,2018-07-06T10:00:47.000Z,2018-07-05T14:13:50.000Z,7,3,1,0,0,,,,,
227699642,Getting Unstuck 1 - ExcuseMe,,press the green flag to start,25867,https://cdn2.scratch.mit.edu/get_image/project/227699642_480x360.png,2018-06-06T07:25:53.000Z,2018-07-05T14:26:50.000Z,2018-07-05T14:26:50.000Z,7,1,1,0,0,,,,,
163400868,1 day,,"5/7/2018
1 day unstuck
",23593293,https://cdn2.scratch.mit.edu/get_image/project/163400868_480x360.png,2017-05-27T06:59:36.000Z,2018-07-05T14:41:34.000Z,2017-05-27T07:22:05.000Z,19,1,1,0,0,,,,,
235582368,Day 1,,Click the green flag and watch as the two insects  explore the boardwalk and see how they politely interact with one anther. ,22256610,https://cdn2.scratch.mit.edu/get_image/project/235582368_480x360.png,2018-07-05T14:04:29.000Z,2018-07-05T16:53:29.000Z,2018-07-05T14:32:04.000Z,13,2,1,0,0,,,,,
235584135,Getting unstuck day 1,"I enjoyed the freedom of starting with an idea and then working out what blocks I needed to use. 

I tinkered with the timings of the speech - it's a little glitchy if the butterfly moves to a location that's still close to the unicorn but other than that, both are quite polite to each other as they flit around the meadow. ",Click on the green flag to start. ,3284151,https://cdn2.scratch.mit.edu/get_image/project/235584135_480x360.png,2018-07-05T14:20:43.000Z,2018-07-05T14:37:14.000Z,2018-07-05T14:35:32.000Z,23,1,1,0,0,,,,,
235584151,Project 1: Getting Unstuck,,,13189460,https://cdn2.scratch.mit.edu/get_image/project/235584151_480x360.png,2018-07-05T14:20:49.000Z,2018-07-05T14:56:11.000Z,2018-07-05T14:56:11.000Z,10,2,1,0,0,,,,,
235584559,Getting Unstuck Day 1 of 21,,,2202740,https://cdn2.scratch.mit.edu/get_image/project/235584559_480x360.png,2018-07-05T14:24:56.000Z,2018-07-05T15:16:22.000Z,2018-07-05T14:56:44.000Z,10,3,1,0,0,,,,,
235577653,Day 1 - Excuse me!,"Day 1 - Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly.""",Click the green flag to start.,109272,https://cdn2.scratch.mit.edu/get_image/project/235577653_480x360.png,2018-07-05T13:25:06.000Z,2018-07-25T01:10:05.000Z,2018-07-05T15:00:18.000Z,10,2,1,0,0,,,,,
235590185,Getting Unstuck Day 1,"To prevent Avery saying ""Excuse me!"" while she was continuing to touch Abby, I introduced a flag. In this way she apologizes only when she touches Abby for the first time, whenever she touches her.
",,14159575,https://cdn2.scratch.mit.edu/get_image/project/235590185_480x360.png,2018-07-05T15:17:20.000Z,2018-07-05T15:35:39.000Z,2018-07-05T15:18:00.000Z,8,2,1,0,0,,,,,
235586107,Getting Unstuck Day 1: Polite Bee,"What did you learn from creating this project? 
I wanted my bee to fly like the cartoon bees I've seen on TV, but had a lot of trouble! Since that wasn't really the focus of today's challenge, and I didn't have the ability to spend all day learning about flight paths on Scratch, I made it a lot simpler than I originally had envisioned.

I did get some help and support from my friends Alexa and Jhenna, and learned about having sprites follow a path (which I'll definitely use in a future project)!",Click the green flag.,19163721,https://cdn2.scratch.mit.edu/get_image/project/235586107_480x360.png,2018-07-05T14:39:59.000Z,2018-07-09T00:30:34.000Z,2018-07-05T15:30:19.000Z,12,4,1,0,0,,,,,
235583445,Unstuck Day 1,"Used Creative Commons to search for png clipart for the butterfly and the bee
Resized sprites to fit the background
created costumes by duplicating and flipping
Had to troubleshoot turns etc. to get sprites back to the original positions I wanted.",Click the green flag and watch some pollinators ,10702850,https://cdn2.scratch.mit.edu/get_image/project/235583445_480x360.png,2018-07-05T14:13:58.000Z,2018-07-25T13:05:36.000Z,2018-07-05T15:34:36.000Z,9,2,2,0,0,,,,,
235593293,Unstuck Day 1,for Getting Unstuck with Scratch 2018 Day 1,,33815227,https://cdn2.scratch.mit.edu/get_image/project/235593293_480x360.png,2018-07-05T15:42:58.000Z,2018-07-05T16:09:08.000Z,2018-07-05T16:07:20.000Z,7,2,1,0,0,,,,,
235590880,Planet Collistion (Challenge Day 1),I adapted the creative concept from Car Crash-Day 1 (thank you Misspsmith) and also shamelessly borrowed her script logic to help me think this through.,Click the green flag and see what happens!,34185712,https://cdn2.scratch.mit.edu/get_image/project/235590880_480x360.png,2018-07-05T15:23:30.000Z,2018-07-05T16:15:33.000Z,2018-07-05T16:07:42.000Z,17,2,1,0,0,,,,,
235586978,Bumping Ballerinas,I learned I still have a ways to get with getting the sprites to do exactly what I want when I want. ,Just press the green flag to see these beautiful bumping ballerinas.,34227265,https://cdn2.scratch.mit.edu/get_image/project/235586978_480x360.png,2018-07-05T14:48:07.000Z,2018-07-05T16:14:53.000Z,2018-07-05T16:13:29.000Z,11,1,2,0,0,,,,,
235594636,Unstuck Day 1 project,Unstuck Day 1 project #CreativeComputing #GettingUnstuck ,"Click the flag, then use the arrow keys to navigate the cat to get the fruit salad but avoid bumping into the donut (though he is very polite if you do)",17786521,https://cdn2.scratch.mit.edu/get_image/project/235594636_480x360.png,2018-07-05T15:53:29.000Z,2018-07-07T18:22:51.000Z,2018-07-05T16:15:36.000Z,7,1,1,0,0,,,,,
235593814,Day 1 Unstuck challenge,"I started off by making the 2 sprites simply walk into each other.  However, before I shared, when I looked at the other shared projects, I decided to try to make it a little more intricate.  I looked inside karenb's project and thanks to her, I now know how to use the broadcast block!","To see my very simple scratch project, simply press the green flag.",25095252,https://cdn2.scratch.mit.edu/get_image/project/235593814_480x360.png,2018-07-05T15:46:55.000Z,2018-07-05T16:16:16.000Z,2018-07-05T16:12:55.000Z,9,1,1,0,0,,,,,
235586032,Challenge 1,,.Challenge 1 for getting unstuck,18512618,https://cdn2.scratch.mit.edu/get_image/project/235586032_480x360.png,2018-07-05T14:39:08.000Z,2018-07-05T16:32:16.000Z,2018-07-05T16:21:12.000Z,5,1,1,0,0,,,,,
235573012,On the Prairie of Prax,"This challenge seemed very narrative to me, so I made a short animation of two characters colliding. 'The Zax' by Dr. Seuss is one of my favorites, and deals with the same theme, so I pasted them in the background to give angry Nano some perspective on her situation.

As a parent and teacher, I am constantly asking young people to be patient and understanding with each other. I've learned that in addition to modelling how to forgive someone, teachers should also acknowledge that everyone gets angry and it feels rotten every time. In this project, I gave Nano some time/animation to fume while she came around to forgiveness.

Check out ""The Zax"" in ""The Sneeches and Other Stories"" by Dr. Seuss, 1961","A short animation about forgiveness. Press the Green Flag, and try not to be a Zax.

Made for Day 1 of ScratchEd's Getting Unstuck. Challenge: Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" ",27306974,https://cdn2.scratch.mit.edu/get_image/project/235573012_480x360.png,2018-07-05T12:46:06.000Z,2018-07-05T22:59:12.000Z,2018-07-05T16:32:11.000Z,20,5,2,0,0,,,,,
235596766,Getting Unstuck #1: Interaction between sprites,"Scratch project was created as activity #1 of the ""Getting Unstuck"" project of the Creative Computing Lab at the Harvard Graduate School of Education.
Day #1 Challenge: Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly.""",Press the green flag.,1202362,https://cdn2.scratch.mit.edu/get_image/project/235596766_480x360.png,2018-07-05T16:05:33.000Z,2018-07-06T08:10:38.000Z,2018-07-05T16:30:09.000Z,6,2,1,0,0,,,,,
235599802,Unstuck 1,"This project encouraged me to use the broadcast function that I do not normally use. Other people were very creative and choose to make their projects with more elements and some choose to just complete the task. I am motivated to try more complex code in future ""Unstuck"" projects. ",,24781756,https://cdn2.scratch.mit.edu/get_image/project/235599802_480x360.png,2018-07-05T16:23:14.000Z,2018-07-06T00:18:55.000Z,2018-07-05T16:38:23.000Z,6,1,1,0,0,,,,,
235599769,Day1 - getting unstuck,"Getting Unstuck: Day 1

""One's destination is never a place, but a new way of seeing things.""—Henry Miller

Prompt: Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly."" 
","I approached this challenge by 
first: making two different sprites bounce around the stage
two: having one respond when they touch
three: timing the other one to respond upon touching
and then tweaking everything until adequate.

I'm wondering if broadcasting might have been a better way to do this for timing purposes. I'm also curious to see how others handle what happens after the collision of the two sprites. Do they keep moving in the same directions? Different directions? Are you ok with another ""excuse me?"" ""certainly"" popping up immediately after?",17973618,https://cdn2.scratch.mit.edu/get_image/project/235599769_480x360.png,2018-07-05T16:22:58.000Z,2018-07-05T16:38:50.000Z,2018-07-05T16:35:29.000Z,11,3,1,0,0,,,,,
235600056,Excuse Me,Getting Unstuck Challenge Day 1,Just click the green flag,25706025,https://cdn2.scratch.mit.edu/get_image/project/235600056_480x360.png,2018-07-05T16:25:32.000Z,2018-07-05T16:42:44.000Z,2018-07-05T16:38:11.000Z,7,1,1,0,0,,,,,
235601284,Challenge1,"I tried to do ""when they have the same x coordinate, then speak"", but then they were on top of each other. So I did, ""when the diver has the same x coordinate - 150, then speak""
",Press the green flag. ,2190314,https://cdn2.scratch.mit.edu/get_image/project/235601284_480x360.png,2018-07-05T16:41:13.000Z,2018-07-05T16:47:02.000Z,2018-07-05T16:42:29.000Z,11,1,1,0,0,,,,,
235602785,Unstuck #1 ,"So my approach was to have each character move randomly, but differently. So the guy with the wheel glides of course. and the other guy just jumps around and changes costume. I wanted them to stay within the frame, so I added if on edge bounce. and I did not want them to spin about, so I told them not to rotate. ",,14017205,https://cdn2.scratch.mit.edu/get_image/project/235602785_480x360.png,2018-07-05T16:58:41.000Z,2018-07-05T17:14:24.000Z,2018-07-05T16:58:43.000Z,9,2,1,0,0,,,,,
235584340,Bee journey,"I wanted to make a mini story with different backgrounds, characters, costumes and effects.
Before doing that I've make a list of the different things that I wanted to do on this project. It helped me to organize better my ideas.
I approach this by:
- making one sprite moves around the stage while it says or does something at specific moments.
- switching backdrops when a sprite touches the edge by using messages.
- showing other sprites with different effects at a specific backdrop.
I've learned that there are simply ways or more difficult ways to do the same thing.

Some images like the hive and the tree are from pixabay.
https://pixabay.com/en/
","This is my first project of ""Getting Unstuck"". 

Day 1 challenge:
--Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly.""--
Press the green flag and enjoy the journey of this little bee.
",4413079,https://cdn2.scratch.mit.edu/get_image/project/235584340_480x360.png,2018-07-05T14:22:40.000Z,2018-07-19T19:23:33.000Z,2018-07-05T19:49:11.000Z,22,4,1,0,0,,,,,
235586531,Getting Unstuck Challenge 1 - DUCK!!,"ben sound for jazz music
sound bible for laughing

layer system fixed (added delay, will adjust that)

slowed down walk animation of artist by using a variable to change costumes. I found she animated too quickly. 
Next costume changes each costume by 1. I used a variable changed by a decimal to change custome to slow down the time it takes between costume changes. 
ex: 1,2,3
ex: .33
","Challenge 1 of Getting Unstuck - Make 2 sprite touch and say excuse me and certainly.  Click the Green Flag to begin

I programmed this as a sequence of broadcast events. Makes it very easy to debug when you can follow the order and isolate glitches. You can follow the events under the Green Flag in the backdrop. 

The only broadcast not in the sequence order is the broadcast to delete clones that I kept local to the water sprite, it isn't necessary in this project but I like to delete clones not in use, just a good habit",3158946,https://cdn2.scratch.mit.edu/get_image/project/235586531_480x360.png,2018-07-05T14:44:14.000Z,2018-07-06T03:23:19.000Z,2018-07-05T16:26:18.000Z,70,15,8,0,0,,,,,
235575169,#Getting Unstuck Dia 1 Proyecto,,,33523627,https://cdn2.scratch.mit.edu/get_image/project/235575169_480x360.png,2018-07-05T13:04:13.000Z,2018-07-06T03:13:07.000Z,2018-07-05T15:17:10.000Z,6,1,1,0,0,,,,,
235604069,Getting Unstuck Day 1,,,2682988,https://cdn2.scratch.mit.edu/get_image/project/235604069_480x360.png,2018-07-05T17:14:50.000Z,2018-07-27T19:17:24.000Z,2018-07-05T17:40:10.000Z,8,1,1,0,0,,,,,
235590601,Ships That Pass,"If I had more time, I'd work on making the boats move more realistically, and possibly bob up and down. Wondering how else I could have enlivened the animation, like incorporating costumes. 

Images are modified from Wikimedia Commons:
https://commons.wikimedia.org/wiki/File:Sailboat_Flat_Icon_Vector.svg
https://commons.wikimedia.org/w/index.php?search=sailboat&title=Special:Search&go=Go&searchToken=9ev4b9d18d3xemwwqpkwwhim8#/media/File:Red_Sunset_%26_Sailboat.JPG (Robert Havasy)

I discovered the Youtube Audio Library! : https://www.youtube.com/audiolibrary/soundeffects","This is for Day 1 of Getting Unstuck!

Press the green flag to start. ",17184580,https://cdn2.scratch.mit.edu/get_image/project/235590601_480x360.png,2018-07-05T15:20:53.000Z,2018-07-05T17:47:13.000Z,2018-07-05T17:44:39.000Z,14,3,1,0,0,,,,,
235603766,Unstuck Day 1: Sprite Interaction,"I made this as part of Scratch Ed's Getting Unstuck. The challenge was: Create a project that whenever two sprites collide, one of them says, ""Excuse me!"" and the other sprite says, ""Certainly.""

In honor of FIFA World Cup 2018 I decided to give it a soccer theme. I think I focused too much on all the movement rather than the interaction part. I was disappointed by the ""touch"" block behavior and need to explore that more. Or perhaps its my code.

While researching some code I came across a teacher's comment: ""I teach my students at school to focus on their “Scope” of the project.  We all want to make a huge Zelda or Fifa type game but realistically the “Scope” is far too great for our programming knowledge and what Scratch can do."" 

I thought this was awesome advice and had to use it to bring my skills back to reality, otherwise I'd spend all day getting that soccer ball to move between the players!",Click the green flag.,2803184,https://cdn2.scratch.mit.edu/get_image/project/235603766_480x360.png,2018-07-05T17:10:52.000Z,2018-07-05T17:58:27.000Z,2018-07-05T17:36:17.000Z,21,1,1,0,0,,,,,
